Shape,Cut,Color,Clarity,Carat,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Length,Width,Height,Price,Type,price_category,price_category_encoded,Cut_encoded,Color_encoded,Clarity_encoded,Polish_encoded,Symmetry_encoded,Girdle_encoded,Carat_category,Carat_category_encoded
Princess,Ideal,D,VS1,1.07,1.0,71.3,69.0,Excellent,Excellent,Medium,5.59,5.58,3.98,1150,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,small,3
Round,Very Good,H,VVS2,1.01,1.01,64.8,56.0,Excellent,Very Good,Slightly Thick to Thick,6.19,6.26,4.03,3790,GIA,medium,3,3,3,6,4.0,3.0,5.5,small,3
Round,Excellent,D,VS1,1.55,1.0,61.9,57.0,Excellent,Excellent,Medium to Slightly Thick,7.4,7.42,4.59,1810,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,D,VS1,1.51,1.0,61.9,57.0,Excellent,Excellent,Medium to Slightly Thick,7.33,7.36,4.55,1770,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,D,VVS2,2.76,1.02,68.4,64.0,Excellent,Excellent,Slightly Thick to Thick,8.27,8.09,5.53,5660,GIA Lab-Grown,very high,5,5,7,6,4.0,4.0,5.5,extra large,6
Round,Very Good,H,VS2,1.02,1.0,64.0,59.0,Excellent,Excellent,Slightly Thick to Thick,6.31,6.33,4.04,3970,GIA,high,4,3,3,4,4.0,4.0,5.5,small,3
Princess,Ideal,E,VS1,1.22,1.01,69.6,69.0,Excellent,Excellent,Medium to Slightly Thick,5.89,5.84,4.06,1190,GIA Lab-Grown,low,2,5,6,5,4.0,4.0,4.5,small,3
Cushion,Ideal,E,VS1,2.52,1.0,66.1,64.0,Excellent,Excellent,Medium to Slightly Thick,7.93,7.9,5.22,4060,IGI Lab-Grown,high,4,5,6,5,4.0,4.0,4.5,extra large,6
Round,Excellent,H,VS1,1.01,1.01,62.3,59.0,Excellent,Excellent,Medium to Slightly Thick,6.37,6.42,3.99,3900,GIA,high,4,4,3,5,4.0,4.0,4.5,small,3
Cushion Modified,Very Good,F,VVS2,1.0,1.1,68.4,60.0,Excellent,Excellent,Slightly Thick to Very Thick,5.84,5.31,3.63,2390,GIA,medium,3,3,5,6,4.0,4.0,6.5,extra small,2
Round,Ideal,D,VS1,1.57,1.0,60.8,58.0,Excellent,Excellent,Medium,7.5,7.51,4.56,1840,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Princess,Ideal,F,VVS2,1.0,1.01,72.4,71.0,Excellent,Excellent,Medium,5.49,5.44,3.94,1120,IGI Lab-Grown,very low,1,5,5,6,4.0,4.0,4.0,extra small,2
Round,Excellent,F,VS2,1.04,1.01,62.0,58.0,Excellent,Excellent,Medium to Slightly Thick,6.45,6.49,4.01,1070,GIA,very low,1,4,5,4,4.0,4.0,4.5,small,3
Round,Excellent,H,VS2,1.0,1.01,63.5,56.0,Excellent,Very Good,Thin to Slightly Thick,6.3,6.34,4.01,3760,GIA,medium,3,4,3,4,4.0,3.0,4.0,extra small,2
Round,Excellent,H,VS2,1.0,1.01,63.5,56.0,Excellent,Excellent,Medium to Slightly Thick,6.31,6.36,4.02,3840,GIA,high,4,4,3,4,4.0,4.0,4.5,extra small,2
Cushion Modified,Ideal,E,VS1,3.08,1.02,66.9,62.0,Excellent,Excellent,Medium to Thick,8.56,8.4,5.63,6700,GIA Lab-Grown,very high,5,5,6,5,4.0,4.0,5.0,ultra large (3+),7
Round,Excellent,D,VS1,1.55,1.01,61.7,56.0,Excellent,Excellent,Medium to Slightly Thick,7.4,7.45,4.58,1810,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Princess,Ideal,E,VS1,1.03,1.02,71.0,68.0,Excellent,Excellent,Medium,5.59,5.49,3.9,1030,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,E,VS1,1.23,1.01,70.6,68.0,Excellent,Very Good,Medium to Slightly Thick,5.92,5.84,4.12,1140,GIA Lab-Grown,very low,1,5,6,5,4.0,3.0,4.5,small,3
Princess,Ideal,E,VS1,1.07,1.04,72.7,67.0,Excellent,Excellent,Slightly Thick to Thick,5.75,5.55,4.03,1060,GIA Lab-Grown,very low,1,5,6,5,4.0,4.0,5.5,small,3
Round,Excellent,H,VS2,1.0,1.01,63.0,56.0,Excellent,Excellent,Medium to Slightly Thick,6.33,6.38,4.01,3490,GIA,medium,3,4,3,4,4.0,4.0,4.5,extra small,2
Princess,Ideal,E,VVS2,1.01,1.04,74.7,67.0,Excellent,Excellent,Medium to Slightly Thick,5.5,5.3,3.96,1180,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.5,small,3
Round,Excellent,D,VS1,1.58,1.0,62.1,57.0,Excellent,Excellent,Medium to Slightly Thick,7.43,7.46,4.62,1850,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS1,1.01,1.0,60.9,58.0,Excellent,Excellent,Medium to Slightly Thick,6.46,6.49,3.94,3990,GIA,high,4,4,3,5,4.0,4.0,4.5,small,3
Round,Excellent,F,VS1,1.59,1.0,61.1,58.0,Excellent,Excellent,Medium to Slightly Thick,7.49,7.52,4.59,1750,GIA Lab-Grown,low,2,4,5,5,4.0,4.0,4.5,medium,4
Round,Very Good,H,VVS2,1.01,1.01,64.6,55.0,Excellent,Excellent,Slightly Thick to Thick,6.21,6.27,4.03,3760,GIA,medium,3,3,3,6,4.0,4.0,5.5,small,3
Round,Very Good,H,VVS1,1.0,1.01,64.4,57.0,Very Good,Very Good,Slightly Thick to Thick,6.15,6.22,3.98,3980,GIA,high,4,3,3,7,3.0,3.0,5.5,extra small,2
Round,Excellent,D,VS1,1.5,1.01,61.7,59.0,Excellent,Excellent,Medium to Slightly Thick,7.3,7.34,4.51,1760,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,small,3
Round,Excellent,F,VS2,1.0,1.01,61.9,61.0,Excellent,Excellent,Slightly Thick,6.36,6.42,3.95,4880,GIA,very high,5,4,5,4,4.0,4.0,5.0,extra small,2
Princess,Very Good,F,VVS2,1.0,1.04,68.7,77.0,Excellent,Very Good,Medium to Slightly Thick,5.76,5.56,3.82,3220,GIA,medium,3,3,5,6,4.0,3.0,4.5,extra small,2
Round,Very Good,G,VS2,1.0,1.01,64.9,58.0,Excellent,Very Good,Medium to Thick,6.14,6.22,4.01,4050,GIA,high,4,3,4,4,4.0,3.0,5.0,extra small,2
Round,Excellent,E,VS1,1.52,1.01,60.6,58.0,Excellent,Excellent,Thin to Medium,7.43,7.48,4.52,1730,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,3.5,medium,4
Princess,Ideal,G,VVS1,1.01,1.01,71.4,72.0,Excellent,Excellent,Slightly Thick to Thick,5.64,5.58,3.98,3470,GIA,medium,3,5,4,7,4.0,4.0,5.5,small,3
Cushion,Ideal,D,VS1,2.22,1.02,65.9,63.0,Excellent,Excellent,Medium to Slightly Thick,7.58,7.42,4.89,3820,IGI Lab-Grown,high,4,5,7,5,4.0,4.0,4.5,large,5
Cushion Modified,Very Good,H,VS2,1.0,1.08,68.5,65.0,Excellent,Good,Medium to Very Thick,5.91,5.46,3.74,2220,GIA,low,2,3,3,4,4.0,2.0,6.0,extra small,2
Round,Excellent,H,VS1,1.0,1.0,62.1,61.0,Excellent,Excellent,Medium to Slightly Thick,6.36,6.39,3.96,3700,GIA,medium,3,4,3,5,4.0,4.0,4.5,extra small,2
Round,Excellent,H,VS1,1.07,1.01,60.8,59.0,Excellent,Excellent,Medium to Slightly Thick,6.55,6.6,4.0,4130,GIA,high,4,4,3,5,4.0,4.0,4.5,small,3
Round,Excellent,H,VS2,1.0,1.0,62.1,59.0,Excellent,Excellent,Medium to Slightly Thick,6.37,6.4,3.97,4100,GIA,high,4,4,3,4,4.0,4.0,4.5,extra small,2
Princess,Ideal,G,VS2,1.01,1.0,74.9,71.0,Excellent,Excellent,Medium to Slightly Thick,5.51,5.49,4.11,3830,GIA,high,4,5,4,4,4.0,4.0,4.5,small,3
Princess,Ideal,E,VVS2,1.05,1.01,73.7,68.0,Excellent,Excellent,Medium,5.51,5.48,4.04,1210,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Round,Ideal,E,VS1,1.57,1.0,61.8,55.0,Excellent,Excellent,Medium to Slightly Thick,7.44,7.47,4.61,1820,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,D,VS1,1.53,1.0,62.1,56.0,Excellent,Excellent,Medium to Slightly Thick,7.37,7.39,4.58,1790,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Princess,Very Good,H,VVS2,1.0,1.01,76.3,73.0,Excellent,Very Good,Very Thick,5.33,5.29,4.04,2730,GIA,medium,3,3,3,6,4.0,3.0,7.0,extra small,2
Princess,Ideal,D,VS1,1.02,1.03,73.9,68.0,Excellent,Very Good,Thick,5.54,5.38,3.97,1050,GIA Lab-Grown,very low,1,5,7,5,4.0,3.0,6.0,small,3
Round,Excellent,H,VS2,1.02,1.0,61.5,59.0,Excellent,Excellent,Medium to Slightly Thick,6.46,6.49,3.98,4050,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Princess,Ideal,H,VS1,1.2,1.0,72.7,73.0,Excellent,Excellent,Slightly Thick to Thick,5.8,5.79,4.21,4110,GIA,high,4,5,3,5,4.0,4.0,5.5,small,3
Princess,Ideal,E,VVS2,1.04,1.02,70.3,68.0,Excellent,Excellent,Medium to Slightly Thick,5.54,5.42,3.81,1210,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.5,small,3
Princess,Ideal,G,VVS2,1.04,1.0,72.2,71.0,Excellent,Excellent,Slightly Thick to Thick,5.52,5.5,3.97,3710,GIA,medium,3,5,4,6,4.0,4.0,5.5,small,3
Round,Excellent,H,VS2,1.01,1.01,61.1,61.0,Excellent,Excellent,Slightly Thick,6.4,6.45,3.93,3900,GIA,high,4,4,3,4,4.0,4.0,5.0,small,3
Cushion Modified,Ideal,E,VS1,2.82,1.02,65.7,62.0,Excellent,Excellent,Slightly Thick to Thick,8.24,8.08,5.31,4540,GIA Lab-Grown,high,4,5,6,5,4.0,4.0,5.5,extra large,6
Princess,Ideal,E,VS1,1.05,1.0,69.5,65.0,Excellent,Excellent,Medium,5.63,5.61,3.9,1040,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,F,VS1,1.04,1.01,74.3,67.0,Excellent,Excellent,Medium to Slightly Thick,5.52,5.45,4.05,1030,IGI Lab-Grown,very low,1,5,5,5,4.0,4.0,4.5,small,3
Princess,Ideal,E,VS1,1.05,1.03,69.4,66.0,Excellent,Excellent,Medium,5.78,5.62,3.9,1040,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Round,Excellent,D,VS1,1.58,1.0,61.7,57.0,Excellent,Excellent,Medium to Slightly Thick,7.46,7.48,4.61,1850,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Princess,Ideal,F,VS1,1.08,1.01,71.4,70.0,Excellent,Excellent,Medium,5.68,5.6,4.0,1060,IGI Lab-Grown,very low,1,5,5,5,4.0,4.0,4.0,small,3
Round,Ideal,D,VS1,1.55,1.01,61.8,56.0,Excellent,Excellent,Medium,7.41,7.47,4.59,1810,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Cushion Modified,Very Good,H,VS2,1.03,1.17,66.4,64.0,Excellent,Excellent,Slightly Thick to Thick,6.3,5.38,3.58,2360,GIA,medium,3,3,3,4,4.0,4.0,5.5,small,3
Princess,Ideal,G,VS2,1.2,1.02,72.9,70.0,Excellent,Very Good,Slightly Thick to Thick,5.87,5.76,4.2,4020,GIA,high,4,5,4,4,4.0,3.0,5.5,small,3
Princess,Ideal,G,VS1,1.03,1.0,74.7,73.0,Very Good,Very Good,Slightly Thick to Thick,5.53,5.51,4.11,3640,GIA,medium,3,5,4,5,3.0,3.0,5.5,small,3
Princess,Ideal,E,VS1,1.01,1.0,72.2,72.0,Excellent,Excellent,Thick,5.41,5.39,3.89,4120,GIA,high,4,5,6,5,4.0,4.0,6.0,small,3
Round,Ideal,D,VS1,1.59,1.0,61.1,58.0,Excellent,Excellent,Medium,7.52,7.54,4.6,1860,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Cushion Modified,Very Good,H,VVS2,1.03,1.23,67.6,62.0,Excellent,Excellent,Medium to Thick,6.6,5.35,3.62,2260,GIA,low,2,3,3,6,4.0,4.0,5.0,small,3
Princess,Ideal,D,VS1,1.08,1.01,72.6,66.0,Excellent,Excellent,Slightly Thick to Thick,5.66,5.58,4.05,1160,GIA Lab-Grown,low,2,5,7,5,4.0,4.0,5.5,small,3
Round,Excellent,G,VS2,1.01,1.01,63.0,57.0,Excellent,Excellent,Slightly Thick,6.36,6.4,4.02,4070,GIA,high,4,4,4,4,4.0,4.0,5.0,small,3
Princess,Ideal,E,VS1,1.11,1.0,71.7,68.0,Excellent,Very Good,Slightly Thick to Thick,5.61,5.59,4.01,1040,GIA Lab-Grown,very low,1,5,6,5,4.0,3.0,5.5,small,3
Round,Excellent,H,VS2,1.01,1.01,63.5,56.0,Excellent,Excellent,Medium to Slightly Thick,6.33,6.37,4.04,4040,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Cushion Modified,Ideal,E,VVS1,3.07,1.01,64.5,60.0,Excellent,Excellent,Slightly Thick to Thick,8.32,8.21,5.29,7090,GIA Lab-Grown,very high,5,5,6,7,4.0,4.0,5.5,ultra large (3+),7
Princess,Ideal,D,VVS2,1.0,1.01,70.3,72.0,Excellent,Very Good,Medium,5.49,5.46,3.84,1200,IGI Lab-Grown,low,2,5,7,6,4.0,3.0,4.0,extra small,2
Round,Excellent,D,VS1,1.57,1.0,61.6,56.0,Excellent,Excellent,Medium to Slightly Thick,7.44,7.47,4.59,1840,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Princess,Ideal,E,VS1,1.09,1.0,71.0,71.0,Excellent,Excellent,Medium,5.63,5.62,3.99,1080,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,H,VS1,1.01,1.01,74.5,69.0,Excellent,Excellent,Thick,5.42,5.37,4.0,3890,GIA,high,4,5,3,5,4.0,4.0,6.0,small,3
Round,Excellent,H,VS2,1.08,1.01,62.3,59.0,Excellent,Excellent,Medium to Slightly Thick,6.51,6.55,4.07,3980,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Princess,Very Good,F,VS2,1.01,1.01,69.1,73.0,Very Good,Good,Slightly Thick to Thick,5.68,5.6,3.87,4040,GIA,high,4,3,5,4,3.0,2.0,5.5,small,3
Round,Excellent,H,VS1,1.0,1.01,63.5,57.0,Excellent,Very Good,Medium to Slightly Thick,6.29,6.36,4.02,3670,GIA,medium,3,4,3,5,4.0,3.0,4.5,extra small,2
Princess,Very Good,G,VS2,1.07,1.0,68.3,77.0,Excellent,Very Good,Medium to Slightly Thick,5.77,5.77,3.94,3160,GIA,medium,3,3,4,4,4.0,3.0,4.5,small,3
Princess,Ideal,D,VVS2,1.01,1.01,72.2,68.0,Excellent,Very Good,Slightly Thick to Thick,5.55,5.52,3.98,1210,GIA Lab-Grown,low,2,5,7,6,4.0,3.0,5.5,small,3
Princess,Ideal,H,VS1,1.2,1.0,72.1,69.0,Very Good,Very Good,Thick,5.77,5.76,4.15,3880,GIA,high,4,5,3,5,3.0,3.0,6.0,small,3
Cushion Modified,Very Good,H,VS2,1.01,1.38,69.4,64.0,Excellent,Very Good,Slightly Thick to Very Thick,6.78,4.93,3.42,2130,GIA,low,2,3,3,4,4.0,3.0,6.5,small,3
Princess,Ideal,F,VVS1,1.01,1.01,71.6,72.0,Excellent,Excellent,Slightly Thick to Thick,5.54,5.48,3.92,4130,GIA,high,4,5,5,7,4.0,4.0,5.5,small,3
Princess,Ideal,F,VS2,1.01,1.02,73.8,73.0,Excellent,Excellent,Thick to Very Thick,5.53,5.4,3.98,3310,GIA,medium,3,5,5,4,4.0,4.0,6.5,small,3
Cushion Modified,Ideal,H,VS2,1.0,1.06,69.5,59.0,Excellent,Excellent,Thick to Very Thick,5.66,5.35,3.72,2270,GIA,low,2,5,3,4,4.0,4.0,6.5,extra small,2
Round,Very Good,G,VS1,1.0,1.01,63.9,57.0,Excellent,Very Good,Slightly Thick to Thick,6.18,6.25,3.97,3610,GIA,medium,3,3,4,5,4.0,3.0,5.5,extra small,2
Princess,Ideal,D,VS1,1.05,1.0,72.5,70.0,Excellent,Excellent,Medium,5.51,5.49,3.98,1050,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,small,3
Round,Excellent,E,VS1,1.59,1.0,61.7,56.0,Excellent,Excellent,Medium,7.49,7.51,4.63,1810,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Round,Ideal,D,VS1,1.57,1.0,61.2,57.0,Excellent,Excellent,Medium,7.47,7.5,4.58,1840,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Round,Very Good,H,VS1,1.0,1.01,63.9,60.0,Excellent,Very Good,Thin to Thick,6.18,6.27,3.98,3340,GIA,medium,3,3,3,5,4.0,3.0,4.5,extra small,2
Round,Excellent,H,VVS2,1.0,1.0,60.2,59.0,Excellent,Excellent,Thin to Slightly Thick,6.46,6.48,3.9,3340,GIA,medium,3,4,3,6,4.0,4.0,4.0,extra small,2
Round,Excellent,D,VS1,1.51,1.01,61.1,57.0,Excellent,Excellent,Medium,7.39,7.43,4.53,1770,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.0,medium,4
Round,Very Good,H,VS1,1.0,1.01,64.8,57.0,Excellent,Very Good,Very Thin to Thick,6.13,6.21,4.0,3300,GIA,medium,3,3,3,5,4.0,3.0,4.0,extra small,2
Cushion Modified,Ideal,E,VVS2,1.83,1.02,65.4,61.0,Excellent,Excellent,Thin to Slightly Thick,7.13,6.96,4.55,2990,GIA Lab-Grown,medium,3,5,6,6,4.0,4.0,4.0,medium,4
Princess,Ideal,E,VVS2,1.04,1.02,71.8,66.0,Excellent,Excellent,Medium,5.68,5.57,4.0,1210,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Princess,Very Good,H,VS1,1.01,1.04,76.8,73.0,Excellent,Very Good,Medium to Very Thick,5.41,5.22,4.01,2580,GIA,medium,3,3,3,5,4.0,3.0,6.0,small,3
Princess,Ideal,H,VS2,1.01,1.01,74.7,70.0,Excellent,Very Good,Very Thick,5.33,5.28,3.94,2500,GIA,medium,3,5,3,4,4.0,3.0,7.0,small,3
Round,Ideal,D,VS1,1.56,1.0,61.5,57.0,Excellent,Excellent,Medium to Slightly Thick,7.42,7.45,4.57,1830,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS2,1.03,1.01,61.7,56.0,Excellent,Excellent,Medium to Slightly Thick,6.47,6.52,4.01,4000,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Princess,Ideal,E,VVS2,1.02,1.02,73.2,66.0,Excellent,Excellent,Medium,5.59,5.48,4.01,1190,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Cushion,Ideal,F,VS1,1.44,1.0,67.7,60.0,Excellent,Excellent,Thin to Medium,6.55,6.53,4.42,1700,IGI Lab-Grown,low,2,5,5,5,4.0,4.0,3.5,small,3
Cushion Modified,Ideal,D,VVS1,2.25,1.03,67.6,60.0,Excellent,Excellent,Slightly Thick to Thick,7.54,7.33,4.95,5190,GIA Lab-Grown,very high,5,5,7,7,4.0,4.0,5.5,large,5
Princess,Ideal,D,VS1,1.06,1.02,73.9,67.0,Excellent,Excellent,Medium to Slightly Thick,5.49,5.4,3.99,1140,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.5,small,3
Round,Excellent,H,VS2,1.01,1.01,62.5,58.0,Excellent,Very Good,Thin to Slightly Thick,6.36,6.4,3.99,3690,GIA,medium,3,4,3,4,4.0,3.0,4.0,small,3
Princess,Very Good,H,VS1,1.01,1.04,75.9,71.0,Excellent,Very Good,Thick to Very Thick,5.4,5.2,3.94,2980,GIA,medium,3,3,3,5,4.0,3.0,6.5,small,3
Princess,Ideal,F,VS1,1.1,1.01,69.9,69.0,Excellent,Excellent,Medium,5.69,5.65,3.95,1070,IGI Lab-Grown,very low,1,5,5,5,4.0,4.0,4.0,small,3
Princess,Ideal,H,IF,1.07,1.01,71.7,71.0,Excellent,Excellent,Thick,5.58,5.54,3.97,3700,GIA,medium,3,5,3,8,4.0,4.0,6.0,small,3
Cushion Modified,Ideal,D,VS1,1.52,1.0,68.1,59.0,Excellent,Very Good,Medium to Thick,6.71,6.68,4.55,1970,GIA Lab-Grown,low,2,5,7,5,4.0,3.0,5.0,medium,4
Cushion,Ideal,E,VS1,1.88,1.02,64.7,58.0,Excellent,Excellent,Medium to Slightly Thick,7.14,6.99,4.52,2760,IGI Lab-Grown,medium,3,5,6,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,E,VVS2,2.76,1.03,67.1,65.0,Excellent,Excellent,Slightly Thick to Thick,8.41,8.14,5.47,5070,GIA Lab-Grown,very high,5,5,6,6,4.0,4.0,5.5,extra large,6
Princess,Ideal,E,VS1,1.1,1.02,72.3,69.0,Excellent,Very Good,Slightly Thick to Very Thick,5.67,5.58,4.04,1030,GIA Lab-Grown,very low,1,5,6,5,4.0,3.0,6.5,small,3
Cushion,Ideal,E,VVS2,1.97,1.01,66.4,62.0,Excellent,Excellent,Thin to Medium,7.28,7.18,4.77,3850,IGI Lab-Grown,high,4,5,6,6,4.0,4.0,3.5,medium,4
Round,Excellent,D,VS1,1.54,1.0,60.6,58.0,Excellent,Excellent,Medium to Slightly Thick,7.45,7.48,4.52,1800,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,E,VVS1,2.19,1.02,66.7,58.0,Excellent,Excellent,Slightly Thick to Thick,7.5,7.34,4.89,4220,GIA Lab-Grown,high,4,5,6,7,4.0,4.0,5.5,large,5
Heart,Astor,H,VS2,1.28,1.09,60.9,58.0,Excellent,Excellent,Medium to Very Thick,6.54,7.12,4.33,6630,GIA,very high,5,6,3,4,4.0,4.0,6.0,small,3
Princess,Ideal,D,VS1,1.12,1.01,71.9,68.0,Excellent,Excellent,Thick,5.72,5.65,4.06,1200,GIA Lab-Grown,low,2,5,7,5,4.0,4.0,6.0,small,3
Princess,Ideal,D,VS1,1.02,1.01,72.5,69.0,Excellent,Very Good,Thick,5.49,5.46,3.96,1040,GIA Lab-Grown,very low,1,5,7,5,4.0,3.0,6.0,small,3
Round,Ideal,D,VS1,1.58,1.01,61.5,57.0,Excellent,Excellent,Medium,7.47,7.51,4.61,1850,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Round,Excellent,D,VS1,1.57,1.01,61.3,58.0,Excellent,Excellent,Medium to Slightly Thick,7.44,7.48,4.57,1840,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,E,VS1,1.57,1.0,61.8,56.0,Excellent,Excellent,Medium to Slightly Thick,7.44,7.47,4.61,1790,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,E,VS1,1.57,1.0,61.4,57.0,Excellent,Excellent,Slightly Thick,7.45,7.48,4.59,1790,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,5.0,medium,4
Round,Excellent,D,VS1,1.52,1.0,61.2,56.0,Excellent,Excellent,Thin to Medium,7.41,7.43,4.54,1850,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,3.5,medium,4
Round,Excellent,E,VS1,1.57,1.0,61.7,57.0,Excellent,Excellent,Medium to Slightly Thick,7.44,7.46,4.59,1790,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Princess,Very Good,H,VVS2,1.15,1.01,71.3,78.0,Excellent,Very Good,Thick,5.88,5.83,4.15,3250,GIA,medium,3,3,3,6,4.0,3.0,6.0,small,3
Round,Excellent,D,VS1,1.58,1.0,60.2,59.0,Excellent,Excellent,Thin to Medium,7.54,7.56,4.55,1850,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,3.5,medium,4
Princess,Ideal,H,VS1,1.0,1.02,71.0,71.0,Excellent,Very Good,Slightly Thick to Thick,5.41,5.33,3.79,3830,GIA,high,4,5,3,5,4.0,3.0,5.5,extra small,2
Round,Very Good,H,VVS1,1.0,1.01,62.2,57.0,Excellent,Very Good,Slightly Thick to Thick,6.28,6.34,3.93,3920,GIA,high,4,3,3,7,4.0,3.0,5.5,extra small,2
Princess,Ideal,G,VVS1,1.0,1.01,72.3,71.0,Excellent,Excellent,Medium to Slightly Thick,5.54,5.46,3.95,3350,GIA,medium,3,5,4,7,4.0,4.0,4.5,extra small,2
Princess,Ideal,F,VS1,1.13,1.0,70.1,70.0,Excellent,Excellent,Medium,5.68,5.68,3.98,1100,IGI Lab-Grown,very low,1,5,5,5,4.0,4.0,4.0,small,3
Princess,Ideal,D,VS1,1.06,1.04,72.6,70.0,Excellent,Excellent,Medium to Slightly Thick,5.67,5.47,3.97,1140,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.5,small,3
Princess,Ideal,E,VS1,1.07,1.01,72.2,67.0,Excellent,Excellent,Medium to Slightly Thick,5.5,5.47,3.95,1060,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.5,small,3
Round,Excellent,E,VS1,1.59,1.0,61.1,57.0,Excellent,Excellent,Thin to Medium,7.52,7.55,4.6,1810,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,3.5,medium,4
Round,Excellent,E,VS1,1.5,1.01,60.6,58.0,Excellent,Excellent,Medium to Slightly Thick,7.37,7.43,4.48,1090,GIA Lab-Grown,very low,1,4,6,5,4.0,4.0,4.5,small,3
Round,Excellent,H,VS2,1.01,1.01,61.8,59.0,Excellent,Excellent,Slightly Thick,6.37,6.41,3.95,3530,GIA,medium,3,4,3,4,4.0,4.0,5.0,small,3
Round,Excellent,D,VS1,1.58,1.0,61.4,57.0,Excellent,Excellent,Medium,7.48,7.5,4.6,1850,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.0,medium,4
Round,Excellent,H,VS1,1.01,1.01,62.5,58.0,Excellent,Excellent,Medium to Slightly Thick,6.37,6.41,3.99,4120,GIA,high,4,4,3,5,4.0,4.0,4.5,small,3
Princess,Very Good,E,VVS2,1.01,1.03,76.3,74.0,Excellent,Very Good,Thick to Very Thick,5.42,5.28,4.03,3990,GIA,high,4,3,6,6,4.0,3.0,6.5,small,3
Princess,Ideal,G,VVS2,1.01,1.01,72.7,73.0,Excellent,Excellent,Thick to Very Thick,5.39,5.34,3.88,3450,GIA,medium,3,5,4,6,4.0,4.0,6.5,small,3
Round,Excellent,E,VS1,1.59,1.0,61.4,58.0,Excellent,Excellent,Medium to Slightly Thick,7.47,7.5,4.6,1810,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Very Good,F,VS2,1.0,1.01,64.2,57.0,Excellent,Excellent,Medium to Thick,6.19,6.25,3.99,4060,GIA,high,4,3,5,4,4.0,4.0,5.0,extra small,2
Princess,Ideal,F,VS1,1.11,1.01,72.8,64.0,Excellent,Excellent,Thin to Medium,5.67,5.59,4.07,1080,IGI Lab-Grown,very low,1,5,5,5,4.0,4.0,3.5,small,3
